﻿Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;point_geographique
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;22;SOUSTONS/00022;16 RUE EMILE NOUGARO;SOUSTONS;40140;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};GRC;Disponible;43.754454, -1.327749
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;64;ST ANDRE DE CUBZAC/00064;69 RUE DANTAGNAN;SAINT ANDRE DE CUBZAC;33240;SAS;TLJ {06:00-23:00};GRC;Hors service;44.994191, -0.442308
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;3402;ST CYPRIEN/03402;RUE GAMBETTA;ST CYPRIEN;24220;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.869141, 1.043683
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;399;ST EMILION/00399;3 BIS PLACE MARCADIEU;ST EMILION;33330;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:45-18:00};DVV;Disponible;44.895024, -0.155446
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;277;ST JUNIEN/00277;1 BOULEVARD VICTOR HUGO;ST JUNIEN;87200;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.888068, 0.899141
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;278;ST LEONARD/00278;9 PLACE DE LA REPUBLIQUE;ST LEONARD DE NOBLAT;87400;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.838086, 1.49047
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;75;ST LOUBES/00075;70  AVENUE DE LA REPUBLIQUE;SAINT LOUBES;33450;SAS;TLJ {06:00-22:00};GRC;Disponible;44.91713, -0.427974
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;56;ST PALAIS/00056;40 RUE DES FORS;SAINT PALAIS;64120;SAS;TLJ {06:00-23:00};GRC;Service dégradé;43.329045, -1.032985
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;135;ST PEE SUR NIVELLE/00135;MAISON ERRESTEGUIA              CHEMIN K;SAINT PEE SUR NIVELLE;64310;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;43.365397, -1.540462
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;41;ST SEVER/00041;9 RUE DU TRIBUNAL;SAINT SEVER;40500;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;43.759881, -0.573597
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;233;TERRASSON/00233;8 RUE RASTIGNAC;TERRASSON  LAVILLEDIEU;24120;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.1273, 1.302963
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;96;AMBARES ET LAGRAVE/00096;22  RUE DU PRESIDENT COTY;AMBARES ET LAGRAVE;33440;SAS;TLJ {06:00-22:00};GRC;Service dégradé;44.927035, -0.490418
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;442;ANGLET BAHINOS/00442;RUE DE LOUSTALOT;ANGLET;64600;SAS;TLJ {06:00-23:00};DVV;Disponible;43.494032, -1.520354
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;18;ANGLET/00018;29  AVENUE DE BAYONNERESIDENCE BERNAIN;ANGLET;64600;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.484146, -1.511396
BP;17807;BP OCCITANE;511;ALBI JEAN JAURES/00511;52 54 PLACE JEAN JAURES;ALBI;81000;SAS;TLJ {00:00-23:59};GAB;Disponible;43.925102, 2.149254
BP;16807;BP AUVERGNE RHONE ALPES;456;DARDILLY/00456;2 PLACE DE L' EGLISE;DARDILLY;69570;SAS;TLJ {07:00-22:00};GAB;Disponible;45.805299, 4.753625
BP;17807;BP OCCITANE;563;ALBI SAINTE CECILE/00563;1 RUE SAINTE CECILE;ALBI;81000;SAS;TLJ {00:00-23:59};GAB;Disponible;43.928099, 2.144049
CE;11315;CE PROVENCE ALPES CORSE - METROPOLE;220;SAINTE VICTOIRE/00220;PRAGUES NORDLOTISSEMENT LA BURLIERE;TRETS;13530;SAS;TLJ {07:00-22:00};DRV;Disponible;43.451619, 5.68116
BP;10207;BP RIVES DE PARIS;72;LOURMEL/00072;170 RUE DE LOURMEL;PARIS;75015;SAS;TLJ {06:00-22:00};GAB;Disponible;48.839263, 2.282394
CE;42559;CREDIT COOPERATIF;20;PARIS CONVENTION/00020;147 RUE DE LA CONVENTION;PARIS;75015;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.839432, 2.29184
CE;16275;CE HAUTS DE FRANCE;59021;LE CATEAU/59021;5 PLACE DU GENERAL DE GAULLE;LE CATEAU-CAMBRESIS;59360;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.105493, 3.542928
CE;16275;CE HAUTS DE FRANCE;62530;CALAIS ZUP BEAU MARAIS/62530;21 RUE MAURICE MARINOT;CALAIS;62100;SAS;TLJ {06:00-23:00};GDV;Disponible;50.952216, 1.882277
CE;16275;CE HAUTS DE FRANCE;62530;CALAIS ZUP BEAU MARAIS/62530;21 RUE MAURICE MARINOT;CALAIS;62100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.952216, 1.882277
BP;17807;BP OCCITANE;419;CASTELJALOUX/00419;12 PLACE GAMBETTA;CASTELJALOUX;47700;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;44.314332, 0.085272
BP;17807;BP OCCITANE;560;CASTRES JAURES/00560;7 PLACE JEAN JAURES;CASTRES;81100;SAS;TLJ {00:00-23:59};DVV;Disponible;43.605249, 2.241933
BP;17807;BP OCCITANE;328;COLOMIERS LE PERGET/00328;BOULEVARD VICTOR HUGO;COLOMIERS;31770;SAS;TLJ {00:00-23:59};GAB;Disponible;43.616509, 1.312039
BP;17807;BP OCCITANE;264;CORNEBARRIEU/00264;1 AVENUE DE LATECOERE;CORNEBARRIEU;31700;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.650164, 1.334151
BP;17807;BP OCCITANE;503;GRAULHET/00503;10 PLACE DE LA REPUBLIQUE;GRAULHET;81300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.761309, 1.988804
BP;17807;BP OCCITANE;458;GRAMAT/00458;11 AVENUE GAMBETTA;GRAMAT;46500;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.780815, 1.726616
BP;17807;BP OCCITANE;257;GRISOLLES/00257;20 RUE ADRIEN HEBRARD;GRISOLLES;82170;SAS;TLJ {00:00-23:59};GAB;Disponible;43.827781, 1.296628
BP;17807;BP OCCITANE;227;LUZ ST SAUVEUR/00227;AVENUE SAINT-SAUVEUR;LUZ-SAINT-SAUVEUR;65120;SAS;TLJ {00:00-23:59};GAB;Disponible;42.870908, -0.006966
BP;17807;BP OCCITANE;434;MARTEL/00434;PLACE GAMBETTA;MARTEL;46600;SAS;TLJ {00:00-23:59};GAB;Disponible;44.937564, 1.607934
BP;17807;BP OCCITANE;456;MARMANDE/00456;64 RUE CH. DE GAULLE;MARMANDE;47200;SAS;TLJ {00:00-23:59};DVV;Disponible;44.5008, 0.16851
BP;17807;BP OCCITANE;456;MARMANDE/00456;64 RUE CH. DE GAULLE;MARMANDE;47200;Interne;;DRM;Disponible;44.5008, 0.16851
BP;17807;BP OCCITANE;422;MARMANDE GARONNE/00422;ROUTE NATIONALE 113;MARMANDE;47200;SAS;TLJ {00:00-23:59};GAB;Disponible;
BP;17807;BP OCCITANE;418;MIRAMONT/00418;6-10 RUE DU TEMPLE;MIRAMONT-GUYENNE;47800;SAS;TLJ {00:00-23:59};DVV;Disponible;44.60138, 0.361344
BP;17807;BP OCCITANE;474;MONFLANQUIN/00474;BOULEVARD CLEMENCEAU;MONFLANQUIN;47150;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.509096, 0.758127
BP;17807;BP OCCITANE;253;MONTAUBAN LE ROND/00253;8 PLACE DE LA LIBERATION;MONTAUBAN;82000;SAS;TLJ {00:00-23:59};GAB;Hors service;44.021904, 1.361367
BP;17807;BP OCCITANE;252;MONTAUBAN ST MICHEL/00252;83 AVENUE CHARLES DE GAULLE;MONTAUBAN;82000;SAS;TLJ {00:00-23:59};GAB;Disponible;44.009395, 1.368847
BP;17807;BP OCCITANE;172;PLAISANCE DU TOUCH/00172;RUE PIERRE LOTI ZAC DE LA RIVIERE;PLAISANCE-DU-TOUCH;31830;SAS;TLJ {00:00-23:59};GAB;Disponible;43.569582, 1.308338
BP;17807;BP OCCITANE;172;PLAISANCE DU TOUCH/00172;RUE PIERRE LOTI ZAC DE LA RIVIERE;PLAISANCE-DU-TOUCH;31830;SAS;TLJ {00:00-23:59};DVV;Disponible;43.569582, 1.308338
BP;17807;BP OCCITANE;463;SAINT GENIEZ D'OLT/00463;13 RUE DE L HOTEL DE VILLE;SAINT-GENIEZ-D'OLT;12130;SAS;TLJ {00:00-23:59};GAB;Disponible;44.465956, 2.972352
BP;17807;BP OCCITANE;215;SAINT LARY/00215;35 RUE PRINCIPALE;SAINT-LARY-SOULAN;65170;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;42.816944, 0.322532
BP;17807;BP OCCITANE;413;SAINTE LIVRADE/00413;6 PLACE DE VERDUN;SAINTE-LIVRADE/LOT;47110;SAS;TLJ {00:00-23:59};DVV;Disponible;44.398464, 0.587773
BP;17807;BP OCCITANE;351;SAMATAN/00351;10 RUE DE LA REPUBLIQUE;SAMATAN;32130;SAS;TLJ {00:00-23:59};GAB;Disponible;43.493233, 0.931271
BP;17807;BP OCCITANE;305;TARBES LA PROVIDENCE/00305;42 TER RUE ALSACE LORRAINE;TARBES;65000;SAS;TLJ {00:00-23:59};GAB;Disponible;43.246228, 0.073215
BP;17807;BP OCCITANE;414;TONNEINS/00414;31 RUE MARECHAL JOFFRE;TONNEINS;47400;SAS;TLJ {00:00-23:59};GAB;Disponible;44.390428, 0.308625
BP;17807;BP OCCITANE;414;TONNEINS/00414;31 RUE MARECHAL JOFFRE;TONNEINS;47400;SAS;TLJ {00:00-23:59};DVV;Disponible;44.390428, 0.308625
BP;17807;BP OCCITANE;209;TOULOUSE CAMILLE PUJOL/00209;125 AVENUE CAMILLE PUJOL;TOULOUSE;31500;SAS;TLJ {06:00-22:00};GAB;Disponible;43.600758, 1.467125
BP;17807;BP OCCITANE;132;TOULOUSE CROIX DE PIERRE/00132;2 BOULEVARD DEODAT DE SEVERAC;TOULOUSE;31300;SAS;TLJ {06:00-22:00};GAB;Disponible;43.58567, 1.428104
BP;17807;BP OCCITANE;356;TOULOUSE JEANNE D'ARC/00356;1 PLACE JEANNE D'ARC;TOULOUSE;31000;SAS;TLJ {06:00-22:00};DVV;Disponible;43.60893, 1.445863
BP;17807;BP OCCITANE;356;TOULOUSE JEANNE D'ARC/00356;1 PLACE JEANNE D'ARC;TOULOUSE;31000;Interne;TLJ {06:00-23:00};DRM;Service dégradé;43.60893, 1.445863
BP;17807;BP OCCITANE;356;TOULOUSE JEANNE D'ARC/00356;1 PLACE JEANNE D'ARC;TOULOUSE;31000;SAS;TLJ {06:00-22:00};GAB;Disponible;43.60893, 1.445863
BP;17807;BP OCCITANE;356;TOULOUSE JEANNE D'ARC/00356;1 PLACE JEANNE D'ARC;TOULOUSE;31000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.60893, 1.445863
BP;17807;BP OCCITANE;375;TOULOUSE SEPT DENIERS/00375;96 ROUTE DE BLAGNAC;TOULOUSE;31200;SAS;TLJ {00:00-23:59};GAB;Disponible;43.61541, 1.410119
BP;17807;BP OCCITANE;372;TOURNEFEUILLE CENTRE/00372;6 BOULEVARD  VINCENT AURIOL;TOURNEFEUILLE;31170;SAS;TLJ {00:00-23:59};GAB;Disponible;43.584894, 1.345172
BP;17807;BP OCCITANE;334;VALENCE D AGEN/00334;PLACE NATIONALE;VALENCE-D'AGEN;82400;SAS;TLJ {00:00-23:59};GAB;Disponible;44.10708, 0.890456
BP;17807;BP OCCITANE;350;VIC FEZENSAC/00350;8 - 10 COURS ALBERT DELUCQ;VIC-FEZENSAC;32190;SAS;TLJ {00:00-23:59};GAB;Disponible;43.758197, 0.301637
BP;17807;BP OCCITANE;425;VILLENEUVE RIVE GAUCHE/00425;25 BOULEVARD VOLTAIRE;VILLENEUVE/LOT;47300;SAS;TLJ {00:00-23:59};DVV;Disponible;44.404169, 0.699464
BP;17807;BP OCCITANE;425;VILLENEUVE RIVE GAUCHE/00425;25 BOULEVARD VOLTAIRE;VILLENEUVE/LOT;47300;SAS;TLJ {06:00-23:00};GAB;Disponible;44.404169, 0.699464
BP;17807;BP OCCITANE;475;VILLEREAL/00475;2 RUE ROGER BISSIERE;VILLEREAL;47210;SAS;TLJ {00:00-23:59};DVV;Disponible;44.636846, 0.742745
BP;17807;BP OCCITANE;475;VILLEREAL/00475;2 RUE ROGER BISSIERE;VILLEREAL;47210;SAS;TLJ {00:00-23:59};GAB;Disponible;44.636846, 0.742745
BP;17807;BP OCCITANE;213;TOULOUSE CARMES/00213;39 RUE DU LANGUEDOC;TOULOUSE;31000;Interne;TLJ {00:00-23:59};GAB;Disponible;43.598687, 1.445443
BP;17807;BP OCCITANE;435;FUMEL MONTAYRAL/00435;ZAC LES PORTES DU QUERCY;MONTAYRAL;47500;SAS;TLJ {00:00-23:59};DVV;Disponible;44.486128, 0.981769
BP;17807;BP OCCITANE;106;LOURDES/00106;2 Rue de la Halle;LOURDES;65100;SAS;TLJ {00:00-23:59};GAB;Disponible;43.094645, -0.046719
BP;17807;BP OCCITANE;105;TARBES VERDUN/00105;28 PLACE DE VERDUN;TARBES;65000;SAS;TLJ {00:00-23:59};GAB;Disponible;43.233771, 0.074066
BP;17807;BP OCCITANE;105;TARBES VERDUN/00105;28 PLACE DE VERDUN;TARBES;65000;Interne;;DRM;Disponible;43.233771, 0.074066
BP;17807;BP OCCITANE;105;TARBES VERDUN/00105;28 PLACE DE VERDUN;TARBES;65000;SAS;TLJ {00:00-23:59};DVV;Disponible;43.233771, 0.074066
BP;17807;BP OCCITANE;101;TOULOUSE ALSACE LORRAINE/00101;47 RUE ALSACE LORRAINE;TOULOUSE;31000;Interne;;DRM;Disponible;43.605151, 1.445596
BP;17807;BP OCCITANE;109;TOULOUSE JOLIMONT/00109;7 PLACE JOLIMONT;TOULOUSE;31500;SAS;TLJ {06:00-22:00};DVV;Disponible;43.615133, 1.460384
BP;17807;BP OCCITANE;112;TOULOUSE SAINT MICHEL/00112;31 GRDE RUE ST-MICHEL;TOULOUSE;31400;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.586055, 1.447077
BP;17807;BP OCCITANE;451;AGEN REPUBLIQUE/00451;64 BOULEVARD  DE LA REPUBLIQUE;AGEN;47000;Interne;;DRM;Disponible;44.204954, 0.61872
BP;17807;BP OCCITANE;420;AIGUILLON/00420;25 RUE THIERS;AIGUILLON;47190;SAS;TLJ {00:00-23:59};GAB;Disponible;44.300971, 0.338047
BP;17807;BP OCCITANE;445;AGEN SUD/00445;AVENUE DU GENERAL LECLERC;AGEN;47000;SAS;TLJ {00:00-23:59};DVV;Disponible;44.187928, 0.618663
BP;17807;BP OCCITANE;127;ARGELES GAZOST/00127;14 RUE MARECHAL FOCH;ARGELES-GAZOST;65400;SAS;TLJ {00:00-23:59};DVV;Disponible;43.005901, -0.100327
BP;17807;BP OCCITANE;352;ARREAU/00352;1 PLACE DE L'EGLISE;ARREAU;65240;SAS;TLJ {00:00-23:59};DVV;Disponible;42.903398, 0.360502
BP;17807;BP OCCITANE;393;AUCH PYRENEES/00393;35 TER AVENUE DES PYRENEES;AUCH;32000;SAS;TLJ {00:00-23:59};GAB;Disponible;43.637567, 0.584083
BP;17807;BP OCCITANE;142;BAGNERES DE BIGORRE/00142;37 RUE DU MARECHAL FOCH;BAGNERES-DE-BIGORRE;65200;SAS;TLJ {00:00-23:59};GAB;Disponible;43.065082, 0.150047
BP;17807;BP OCCITANE;374;BALMA HELIOPOLE/00374;43 AVENUE GEORGES POMPIDOU;BALMA;31130;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.62616, 1.494281
BP;17807;BP OCCITANE;431;BIARS SUR CERE/00431;69 AVENUE DE LA REPUBLIQUE;BIARS-SUR-CERE;46130;SAS;TLJ {00:00-23:59};GAB;Disponible;44.925843, 1.844848
BP;17807;BP OCCITANE;417;CAPDENAC/00417;12 AVENUE CHARLES DE GAULLE;CAPDENAC-GARE;12700;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.576668, 2.078337
BP;10207;BP RIVES DE PARIS;211;ATHIS ST CHARLES/00211;1 PLACE DE L EGLISE;ATHIS MONS;91200;SAS;TLJ {06:00-22:00};GAB;Disponible;48.708399, 2.389032
BP;10207;BP RIVES DE PARIS;165;BOBIGNY/00165;227 - 229 AVENUE JEAN JAURES;BOBIGNY;93000;SAS;TLJ {06:00-22:00};DVV;En attente de désinstallation;48.911102, 2.436752
BP;10207;BP RIVES DE PARIS;44;BOSQUET/00044;24 BIS RUE CLER;PARIS;75007;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.857796, 2.305779
BP;10207;BP RIVES DE PARIS;44;BOSQUET/00044;24 BIS RUE CLER;PARIS;75007;SAS;TLJ {06:00-22:00};CGE;Disponible;48.857796, 2.305779
BP;10207;BP RIVES DE PARIS;222;BRETEUIL-SUR-NOYE/00222;14 AVENUE DU GENERAL FRERE;BRETEUIL SUR NOYE;60120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;49.630497, 2.292984
BP;10207;BP RIVES DE PARIS;18;CHATILLON/00018;21 RUE JP TIMBAUD;CHATILLON;92320;SAS;TLJ {06:00-22:00};GAB;Disponible;48.802649, 2.285807
BP;10207;BP RIVES DE PARIS;18;CHATILLON/00018;21 RUE JP TIMBAUD;CHATILLON;92320;SAS;TLJ {06:00-22:00};DVV;Disponible;48.802649, 2.285807
BP;10207;BP RIVES DE PARIS;123;CHATENAY-MALABRY/00123;137 AVENUE DE LA DIVISION LECLERC;CHATENAY MALABRY;92290;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.762742, 2.279134
BP;10207;BP RIVES DE PARIS;183;L ISLE ADAM/00183;31 GRANDE RUE;L'ISLE ADAM;95290;SAS;TLJ {06:00-22:00};GAB;Disponible;49.112353, 2.21589
BP;10207;BP RIVES DE PARIS;182;VILLEPINTE VERT GALANT/00182;4 PLACE DE LA GARE;VILLEPINTE;93420;SAS;TLJ {06:00-22:00};GAB;Disponible;48.945083, 2.566365
BP;10207;BP RIVES DE PARIS;182;VILLEPINTE VERT GALANT/00182;4 PLACE DE LA GARE;VILLEPINTE;93420;SAS;TLJ {06:00-22:00};DVV;Disponible;48.945083, 2.566365
BP;10207;BP RIVES DE PARIS;84;LE PONANT/00084;7 RUE LEBLANC;PARIS;75015;SAS;TLJ {06:00-22:00};GAB;Disponible;48.840029, 2.272293
BP;18707;BP VAL DE FRANCE;651;TOURS PETITE ARCHE/00651;CTRE CIAL LA PETITE ARCHE;TOURS;37100;SAS;TLJ {06:00-23:00};DVV;Disponible;
BP;18707;BP VAL DE FRANCE;651;TOURS PETITE ARCHE/00651;CTRE CIAL LA PETITE ARCHE;TOURS;37100;SAS;Lun au Sam {08:30-21:30};GAB;Disponible;
BP;16607;CRÉDIT MARITIME MÉDITERRANÉE;2700;CMM SETE PORT/02700;77 GRAND RUE MARIO ROUSTAN;SETE;34200;SAS;TLJ {06:00-23:00};GRC;Disponible;43.399062, 3.696235
CE;16275;CE HAUTS DE FRANCE;59064;LANDRECIES/59064;2 RUE DU CERF;LANDRECIES;59550;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.125401, 3.690958
CE;16275;CE HAUTS DE FRANCE;62426;PONT DE BRIQUES/62426;7 RUE DU DOCTEUR BROUSSE;SAINT-ETIENNE-AU-MONT;62360;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.68153, 1.627503
CE;16275;CE HAUTS DE FRANCE;59571;WAVRIN/59571;113 RUE ACHILLE PINTEAUX;WAVRIN;59136;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.572601, 2.93722
CE;16275;CE HAUTS DE FRANCE;59016;THIANT/59016;1 PLACE DE LA REPUBLIQUE;THIANT;;Dans la rue;TLJ {00:00-23:59};GDV;#N/A;50.304749, 3.449335
CE;14505;CE LOIRE-CENTRE;19475;MONTOIRE SUR LE LOIR/19475;43 PLACE GEORGES CLEMENCEAU;MONTOIRE-SUR-LE-LOIR;41800;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;47.752779, 0.860603
CE;14505;CE LOIRE-CENTRE;28155;ST MARTIN D'AUXIGNY/28155;14 PLACE DU PONT;SAINT-MARTIN-D'AUXIGNY;18110;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.204108, 2.415328
CE;14445;CE BRETAGNE-PAYS DE LOIRE;184;NANTES CONTRESCARPE/00184;20 RUE CONTRESCARPE;NANTES;44000;SAS;TLJ {06:00-22:00};GDM;Disponible;47.215208, -1.559123
CE;14265;CE LOIRE DROME ARDECHE;42178;VILLARS/42178;RUE DE L HOTEL DE VILLE;VILLARS;42390;SAS;TLJ {06:00-22:00};GRV;Disponible;45.467287, 4.353284
CE;14265;CE LOIRE DROME ARDECHE;42320;VILLENEUVE DE BERG/42320;2 RUE AUGUSTE RESSAYRE;VILLENEUVE-DE-BERG;7170;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42003;VILLEREST/42003;120B RUE DE VILLEMONTAIS;VILLEREST;42300;Dans la rue;TLJ {00:00-23:59};GAB;Service dégradé;46.016947, 4.039843
CE;14265;CE LOIRE DROME ARDECHE;42319;VIVIERS SUR RHONE/42319;FAUBOURG SAINT JACQUES;VIVIERS;7220;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42085;ANDREZIEUX FOREZ/42085;16 PLACE DU FOREZ;ANDREZIEUX-BOUTHEON;42160;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.524372, 4.257081
CE;14265;CE LOIRE DROME ARDECHE;42085;ANDREZIEUX FOREZ/42085;16 PLACE DU FOREZ;ANDREZIEUX-BOUTHEON;42160;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};CAR;Disponible;45.524372, 4.257081
CE;14265;CE LOIRE DROME ARDECHE;42380;ANNEYRON/42380;2 RUE JEAN JAURES;ANNEYRON;26140;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;45.271395, 4.886626
CE;14265;CE LOIRE DROME ARDECHE;348;ANNONAY MONTGOLFIER/00348;AVENUE DE LA GARE RESIDENCE MONTE CHRIST;ANNONAY;7100;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};CGE;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42384;BOURG DE PEAGE/42384;13 AVENUE DU GENERAL DE GAULLE;BOURG-DE-PEAGE;26300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.037051, 5.05554
CE;14265;CE LOIRE DROME ARDECHE;42420;BOURG LES VALENCE JEAN MOULIN/42420;20 AVENUE JEAN MOULIN;BOURG-LES-VALENCE;26500;SAS;TLJ {06:00-22:00};GRV;Disponible;44.950627, 4.899252
CE;14265;CE LOIRE DROME ARDECHE;42470;BUIS LES BARONNIES/42470;53 ALLEE DES PLATANES;BUIS-LES-BARONNIES;26170;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;44.277902, 5.27734
CE;14265;CE LOIRE DROME ARDECHE;42337;CHOMERAC/42337;RUE DE LA REPUBLIQUE;CHOMERAC;7210;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42458;DONZERE/42458;5 PLACE DU CHAMPS DE MARS;DONZERE;26190;Dans la rue;TLJ {00:00-23:59};GRC;Disponible;45.018968, 5.292896
CE;14265;CE LOIRE DROME ARDECHE;42407;ETOILE SUR RHONE/42407;2 RUE DES ECOLES;ETOILE-SUR-RHONE;26800;Dans la rue;TLJ {00:00-23:59};GVR;Disponible;44.837773, 4.892806
CE;14265;CE LOIRE DROME ARDECHE;42077;FEURS/42077;10 PLACE ANTOINE DRIVET;FEURS;42110;SAS;TLJ {06:00-22:00};GRV;Disponible;45.743548, 4.221301
CE;14265;CE LOIRE DROME ARDECHE;42077;FEURS/42077;10 PLACE ANTOINE DRIVET;FEURS;42110;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};CAR;Disponible;45.743548, 4.221301
CE;14265;CE LOIRE DROME ARDECHE;42226;FIRMINY 1/42226;41 RUE JEAN JAURES;FIRMINY;42700;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};CGE;Disponible;45.390309, 4.288413
CE;14265;CE LOIRE DROME ARDECHE;42246;L HORME/42246;28 COURS MARIN;L'HORME;42152;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.486109, 4.54416
CE;14265;CE LOIRE DROME ARDECHE;42182;LA FOUILLOUSE/42182;19 RUE DE LA LIBERATION;LA FOUILLOUSE;42480;SAS;TLJ {06:00-22:00};GDV;Disponible;45.501948, 4.315702
CE;14265;CE LOIRE DROME ARDECHE;42241;LA GRAND CROIX/42241;35 RUE JEAN JAURES;LA GRAND-CROIX;42320;SAS;TLJ {06:00-22:00};GRV;Disponible;45.507002, 4.571236
CE;14265;CE LOIRE DROME ARDECHE;42241;LA GRAND CROIX/42241;35 RUE JEAN JAURES;LA GRAND-CROIX;42320;Interne;Mar au Ven {08:45-12:15 13:45-17:45} Sam {08:30-12:15};CAR;Disponible;45.507002, 4.571236
CE;14265;CE LOIRE DROME ARDECHE;42036;LA PACAUDIERE/42036;PLACE DU PETIT LOUVRE;LA PACAUDIERE;42310;SAS;TLJ {06:00-22:00};GVR;Disponible;46.175021, 3.868415
CE;14265;CE LOIRE DROME ARDECHE;42158;LA TALAUDIERE/42158;11 RUE VICTOR HUGO;LA TALAUDIERE;42350;SAS;TLJ {06:00-22:00};GRV;Disponible;45.480829, 4.433778
CE;14265;CE LOIRE DROME ARDECHE;42331;LA VOULTE SUR RHONE/42331;PLACE LOUIS ANTERIOU;LA VOULTE-SUR-RHONE;7800;SAS;TLJ {06:00-22:00};GRV;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42331;LA VOULTE SUR RHONE/42331;PLACE LOUIS ANTERIOU;LA VOULTE-SUR-RHONE;7800;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};CGE;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42322;LALEVADE D ARDECHE/42322;ROUTE NATIONALE;LALEVADE-D'ARDECHE;7380;Dans la rue;TLJ {00:00-23:59};GVR;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42302;LES VANS/42302;CENTRE COMMERCIALLA CLAIRETTE;LES VANS;7140;Dans la rue;TLJ {00:00-23:59};GRC;Disponible;
CE;14265;CE LOIRE DROME ARDECHE;42076;MONTBRISON CENTRE VILLE/42076;10 RUE MARGUERITE FOURNIER;MONTBRISON;42600;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.605744, 4.066858
CE;14265;CE LOIRE DROME ARDECHE;42464;MONTELIMAR PAUL LOUBET/42464;2 RUE PAUL LOUBET;MONTELIMAR;26200;SAS;TLJ {06:00-22:00};GRC;Disponible;44.562589, 4.746921
